18.58
18.82
18.86
18.83
18.85
18.83
18.84
18.88
18.89
18.92
18.9
18.83
18.53
18.51
18.49
18.16
18.56
18.7
18.89
18.85
19.32
19.81
20.02
20.2
20.41
20.54
21.06
22.08
23.13
23.48
23.17
21.87
21.13
19.75
18.8
18.13
18.26
18.02
17.84
17.87
17.74
17.47
16.92
16.57
16.33
16.25
15.66
15.1
14.73
14.34
13.85
13.19
12.97
12.61
12.04
1.32
8.36
10.9
0.91
0.01
1.71
1.44
8.14
11.64
11.93
12.4
12.95
13.89
15.49
16.3
16.34
16.64
16.58
16.51
16.21
15.9
15.56
14.93
14.34
14.45
14.3
14.29
14.53
14.64
14.7
15.34
15.29
15.38
14.58
15.3
15.38
15.56
15.04
14.13
13.79
13.48
