Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Heat Cap [W],PSZ-AC:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Heat Cap [W],PSZ-AC:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 2:Des Tot Cool Cap [W]
07:45:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,1.202000E+03,3.189174E-01,3.371157E+03,3.748688E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,9.111936E+02,2.193225E-01,2.325595E+03,2.584492E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,5.405318E+02,2.154027E-01,2.253792E+03,2.448114E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,9.111936E+02,2.192853E-01,2.325214E+03,2.584132E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,5.405318E+02,1.374228E-01,1.454577E+03,1.611181E+03
08:00:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,1.172975E+03,3.203637E-01,3.415018E+03,3.793569E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,8.891907E+02,2.227677E-01,2.382915E+03,2.646819E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,5.274794E+02,2.256844E-01,2.372233E+03,2.567362E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,8.891907E+02,2.225792E-01,2.380983E+03,2.644653E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,5.274794E+02,1.391462E-01,1.485296E+03,1.644873E+03
08:15:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,1.140535E+03,3.219604E-01,3.463828E+03,3.844445E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,8.645993E+02,2.265764E-01,2.446546E+03,2.715823E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,5.128914E+02,2.350131E-01,2.482438E+03,2.682876E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,8.645993E+02,2.263986E-01,2.444723E+03,2.713806E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,5.128914E+02,1.411300E-01,1.520218E+03,1.682623E+03
08:30:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,1.108095E+03,3.237458E-01,3.514572E+03,3.897255E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,8.400078E+02,2.307422E-01,2.513835E+03,2.788254E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.983034E+02,2.433438E-01,2.582415E+03,2.786975E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,8.400078E+02,2.305208E-01,2.511566E+03,2.785795E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.983034E+02,1.433552E-01,1.557614E+03,1.722746E+03
08:45:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,1.075655E+03,3.257554E-01,3.567610E+03,3.951313E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,8.154163E+02,2.352661E-01,2.584794E+03,2.862296E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.837154E+02,2.506772E-01,2.672167E+03,2.877234E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,8.154163E+02,2.349081E-01,2.581125E+03,2.858437E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.837154E+02,1.458138E-01,1.597401E+03,1.764314E+03
09:00:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,1.043215E+03,3.280052E-01,3.623109E+03,4.008044E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.908248E+02,2.401947E-01,2.659900E+03,2.940364E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.691275E+02,2.568482E-01,2.750006E+03,2.956326E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.908248E+02,2.394884E-01,2.652661E+03,2.932845E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.691275E+02,1.484582E-01,1.639092E+03,1.807689E+03
09:15:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,1.014190E+03,3.304767E-01,3.677463E+03,4.065174E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.688219E+02,2.455626E-01,2.736918E+03,3.022947E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.560751E+02,2.614932E-01,2.810665E+03,3.020179E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.688219E+02,2.442094E-01,2.723049E+03,3.008349E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.560751E+02,1.512540E-01,1.680798E+03,1.852305E+03
09:30:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,9.851652E+02,3.331184E-01,3.733562E+03,4.122709E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.468190E+02,2.514213E-01,2.818966E+03,3.107608E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.430226E+02,2.646042E-01,2.855603E+03,3.066856E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.468190E+02,2.489456E-01,2.793592E+03,3.081230E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.430226E+02,1.541243E-01,1.723268E+03,1.896170E+03
09:45:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,9.561401E+02,3.358765E-01,3.790855E+03,4.181464E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.248161E+02,2.578537E-01,2.906895E+03,3.197991E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.299702E+02,2.659422E-01,2.882369E+03,3.095308E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.248161E+02,2.537578E-01,2.864917E+03,3.154688E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.299702E+02,1.570919E-01,1.766735E+03,1.940938E+03
10:00:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,9.271150E+02,3.387143E-01,3.848961E+03,4.242707E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.028132E+02,2.648315E-01,3.000413E+03,3.297789E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.169178E+02,2.655943E-01,2.891854E+03,3.105907E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,7.028132E+02,2.586016E-01,2.936561E+03,3.231071E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.169178E+02,1.601218E-01,1.810840E+03,1.987873E+03
10:15:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,9.015046E+02,3.415912E-01,3.904054E+03,4.299269E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.833989E+02,2.722932E-01,3.096300E+03,3.396153E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.054010E+02,2.635693E-01,2.882615E+03,3.097652E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.833989E+02,2.634223E-01,3.005381E+03,3.301774E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,4.054010E+02,1.631724E-01,1.853622E+03,2.031804E+03
10:30:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,8.758942E+02,3.444753E-01,3.959217E+03,4.357419E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.639845E+02,2.800952E-01,3.195672E+03,3.501954E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.938842E+02,2.600353E-01,2.857906E+03,3.072007E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.639845E+02,2.681934E-01,3.073690E+03,3.374365E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.938842E+02,1.662180E-01,1.896350E+03,2.077141E+03
10:45:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,8.502838E+02,3.473331E-01,4.014112E+03,4.413629E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.445702E+02,2.881355E-01,3.297489E+03,3.606043E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.823673E+02,2.554683E-01,2.822612E+03,3.036771E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.445702E+02,2.729094E-01,3.141435E+03,3.443672E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.823673E+02,1.692436E-01,1.938874E+03,2.120633E+03
11:00:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,8.246735E+02,3.501464E-01,4.068551E+03,4.469216E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.251559E+02,2.961859E-01,3.399408E+03,3.709823E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.708505E+02,2.506607E-01,2.784851E+03,2.998606E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.251559E+02,2.775530E-01,3.208438E+03,3.511977E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.708505E+02,1.722283E-01,1.980979E+03,2.163564E+03
11:15:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,8.075999E+02,3.529033E-01,4.113871E+03,4.517280E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.122130E+02,3.040694E-01,3.493141E+03,3.809720E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.631726E+02,2.462538E-01,2.747357E+03,2.958374E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,6.122130E+02,2.820333E-01,3.267294E+03,3.574696E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.631726E+02,1.751076E-01,2.018163E+03,2.203125E+03
11:30:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,7.905263E+02,3.555836E-01,4.158407E+03,4.563008E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.992701E+02,3.116926E-01,3.584209E+03,3.902910E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.554947E+02,2.423680E-01,2.715203E+03,2.924564E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.992701E+02,2.863546E-01,3.324520E+03,3.633358E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.554947E+02,1.778751E-01,2.054202E+03,2.240054E+03
11:45:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,7.734527E+02,3.581829E-01,4.202109E+03,4.609229E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.863272E+02,3.189878E-01,3.671909E+03,3.995946E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.478169E+02,2.391931E-01,2.690334E+03,2.897497E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.863272E+02,2.905309E-01,3.380256E+03,3.692548E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.478169E+02,1.805342E-01,2.089127E+03,2.277082E+03
12:00:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,7.563791E+02,3.606822E-01,4.244786E+03,4.653019E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.733843E+02,3.258743E-01,3.755422E+03,4.081279E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.401390E+02,2.368704E-01,2.674198E+03,2.880458E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.733843E+02,2.945444E-01,3.434324E+03,3.747952E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.401390E+02,1.830714E-01,2.122803E+03,2.311571E+03
12:15:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,7.427202E+02,3.630820E-01,4.283023E+03,4.693410E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.630300E+02,3.322680E-01,3.831290E+03,4.161363E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.339967E+02,2.354224E-01,2.665489E+03,2.871078E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.630300E+02,2.983696E-01,3.483869E+03,3.800400E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.339967E+02,1.854628E-01,2.153446E+03,2.343948E+03
12:30:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,7.290614E+02,3.653608E-01,4.320014E+03,4.731536E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.526757E+02,3.380992E-01,3.901388E+03,4.233246E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.278544E+02,2.343378E-01,2.660502E+03,2.866057E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.526757E+02,3.019861E-01,3.531271E+03,3.849174E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.278544E+02,1.876937E-01,2.182442E+03,2.373753E+03
12:45:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,7.154025E+02,3.675206E-01,4.355788E+03,4.767895E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.423214E+02,3.433615E-01,3.965658E+03,4.297966E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.217120E+02,2.333544E-01,2.656554E+03,2.862228E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.423214E+02,3.054289E-01,3.576894E+03,3.895391E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.217120E+02,1.897862E-01,2.210021E+03,2.401674E+03
13:00:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,7.017436E+02,3.695230E-01,4.389930E+03,4.802733E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.319671E+02,3.479885E-01,4.023399E+03,4.356427E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.155697E+02,2.324631E-01,2.653540E+03,2.859207E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.319671E+02,3.086714E-01,3.620449E+03,3.939794E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.155697E+02,1.922015E-01,2.240899E+03,2.433654E+03
13:15:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,6.932068E+02,3.713725E-01,4.417384E+03,4.830590E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.254957E+02,3.519198E-01,4.070128E+03,4.403641E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.117308E+02,2.316573E-01,2.649101E+03,2.854675E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.254957E+02,3.116793E-01,3.657718E+03,3.977595E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.117308E+02,1.953812E-01,2.277307E+03,2.471530E+03
13:30:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,6.846700E+02,3.730653E-01,4.443234E+03,4.857197E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.190242E+02,3.551247E-01,4.109416E+03,4.444163E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.078919E+02,2.309355E-01,2.645523E+03,2.850881E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.190242E+02,3.144416E-01,3.692472E+03,4.013416E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.078919E+02,1.996400E-01,2.324775E+03,2.520867E+03
13:45:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,6.761333E+02,3.745932E-01,4.467400E+03,4.882176E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.125528E+02,3.576015E-01,4.141245E+03,4.477226E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.040529E+02,2.302929E-01,2.642760E+03,2.847925E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.125528E+02,3.169646E-01,3.724777E+03,4.046889E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.040529E+02,2.051712E-01,2.385284E+03,2.583182E+03
14:00:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,6.675965E+02,3.759502E-01,4.489830E+03,4.905284E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.593381E-01,4.165505E+03,4.502434E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.297031E-01,2.640547E+03,2.845608E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.192364E-01,3.754521E+03,4.077584E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.121027E-01,2.460150E+03,2.659096E+03
14:15:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,6.675965E+02,3.771334E-01,4.501955E+03,4.918135E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.602768E-01,4.175126E+03,4.512777E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.290800E-01,2.634161E+03,2.838952E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.211562E-01,3.774196E+03,4.098271E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.206606E-01,2.547853E+03,2.749629E+03
14:30:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,6.675965E+02,3.781642E-01,4.512550E+03,4.929156E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.604530E-01,4.176959E+03,4.514801E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.284210E-01,2.627421E+03,2.832035E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.227681E-01,3.790739E+03,4.115429E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.303720E-01,2.647394E+03,2.851595E+03
14:45:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,6.675965E+02,3.790295E-01,4.521454E+03,4.938325E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.599215E-01,4.171545E+03,4.509507E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.277176E-01,2.620231E+03,2.824751E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.240992E-01,3.804411E+03,4.129550E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.408359E-01,2.754652E+03,2.960528E+03
15:00:00,7.636420E-02,2.777815E+03,7.636420E-02,0.000000E+00,0.000000E+00,7.636420E-02,6.675965E+02,3.797212E-01,4.528586E+03,4.945778E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.589022E-01,4.161136E+03,4.498802E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.269422E-01,2.612305E+03,2.816575E+03,5.788901E-02,2.105764E+03,5.788901E-02,0.000000E+00,0.000000E+00,5.788901E-02,5.060813E+02,3.251428E-01,3.815141E+03,4.140757E+03,3.434051E-02,1.249166E+03,3.434051E-02,0.000000E+00,0.000000E+00,3.434051E-02,3.002140E+02,2.514397E-01,2.863352E+03,3.072398E+03
