,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
40,24.0,24.031517258392796,31.975,0.775,803.5,0.72567
41,23.0,24.64230799202465,32.25,1.55,816.0,0.72567
42,24.0,23.835893071687295,32.525,2.325,795.5,0.72567
43,24.0,22.996565813773188,32.8,3.1,775.0,0.72567
44,24.0,23.739759837771086,32.925,2.85,754.5,0.72567
45,24.0,24.042272104612913,33.05,2.6,734.0,0.72567
46,23.0,24.169161775067426,33.175,2.35,735.0,0.72567
47,24.0,23.69418226926441,33.3,2.1,736.0,0.72567
48,23.0,24.043101430250122,33.575,2.475,737.0,0.72567
49,24.0,24.196082643846587,33.85,2.85,738.0,0.72567
50,23.0,24.270977731814952,34.125,3.225,730.25,0.72567
51,24.0,23.78287434320652,34.4,3.6,722.5,0.72567
52,23.0,24.13416055807858,34.55,3.35,714.75,0.72567
53,23.0,24.28175406271907,34.7,3.1,707.0,0.72567
54,23.0,23.81629175540822,34.85,2.85,703.25,0.72567
55,24.0,23.638390742220352,35.0,2.6,699.5,0.72567
56,23.0,24.106969249179496,35.0,2.725,695.75,0.72567
57,23.0,24.293709391395804,35.0,2.85,692.0,0.72567
58,24.0,23.836250742586202,35.0,2.975,615.5,0.72567
59,23.0,24.18582136053009,35.0,3.1,539.0,0.72567
60,24.0,23.79325468978377,35.15,3.1,462.5,0.72567
61,23.0,24.17628361470688,35.3,3.1,386.0,0.72567
62,23.0,23.80464815436698,35.45,3.1,419.0,0.72567
63,23.0,24.19601868512562,35.6,3.1,452.0,0.72567
64,24.0,23.295828340104947,35.30000000000001,3.75,485.0,0.8849400000000001
65,24.0,23.453764917614937,35.0,4.4,518.0,0.8849400000000001
66,24.0,23.50151206345742,34.7,5.050000000000002,549.5,0.8849400000000001
67,24.0,24.037225212506552,34.4,5.7,581.0,0.8849400000000001
68,23.0,24.23552568003897,34.0,5.300000000000002,612.5,1.6593
69,23.0,23.762414783824223,33.6,4.9,644.0,1.6593
70,24.0,23.55360904881211,33.2,4.5,583.75,1.6593
71,24.0,23.982014688898847,32.8,4.1,523.5,1.6593
72,23.0,24.132485625136127,32.6,3.975,463.25,2.6907900000000002
73,23.0,24.182322358850804,32.4,3.85,403.0,2.6907900000000002
74,24.0,23.660174648806134,32.2,3.725,302.25,2.6907900000000002
75,24.0,23.97383541172764,32.0,3.6,201.5,2.6907900000000002
76,24.0,24.08870733376333,31.75,3.475,100.75,2.6907900000000002
77,24.0,24.12182456306718,31.5,3.35,0.0,2.6907900000000002
78,24.0,24.122360522165806,31.25,3.225,0.0,2.6907900000000002
79,24.0,24.109912038014585,31.0,3.1,0.0,2.6907900000000002
80,24.0,24.092288931589685,30.6,2.325,0.0,2.6907900000000002
81,24.0,24.596885584967556,30.2,1.55,0.0,2.6907900000000002
82,24.0,24.24584130609785,29.8,0.775,0.0,2.6907900000000002
83,24.0,24.085682141819007,29.4,0.0,0.0,2.6907900000000002
84,24.0,24.001595424134006,28.85,0.375,0.0,3.0
85,25.0,23.408348993299143,28.3,0.75,0.0,3.0
86,25.0,23.144069025577654,27.75,1.125,0.0,3.0
87,24.0,24.074648784733135,27.2,1.5,0.0,3.0
88,25.0,23.88577207929806,26.925,1.125,0.0,3.0
89,25.0,23.796571748662107,26.65,0.75,0.0,3.0
90,24.0,24.278974143711274,26.375000000000004,0.375,0.0,3.0
91,25.0,22.861657499212576,26.1,0.0,0.0,3.0
92,24.0,24.410410308029633,26.1,0.525,0.0,3.0
93,25.0,23.431989002904086,26.1,1.05,0.0,3.0
94,25.0,23.042063876264546,26.1,1.5750000000000002,0.0,3.0
95,25.0,23.950427496907874,26.1,2.1,0.0,3.0
