,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
0,24.0,23.0,25.325,1.125,0.0,3.0
1,24.0,23.362532339914516,25.25,1.05,0.0,3.0
2,24.0,23.503211834547546,25.175000000000008,0.975,0.0,3.0
3,24.0,23.555477474802558,25.1,0.9,0.0,3.0
4,24.0,23.572508003981753,25.050000000000008,0.8250000000000001,0.0,3.0
5,25.0,21.9811250125882,25.0,0.75,0.0,3.0
6,25.0,22.408145497299163,24.95,0.6749999999999999,0.0,3.0
7,24.0,23.63954976526058,24.9,0.6,0.0,3.0
8,24.0,23.595883232587592,24.825,0.5249999999999999,0.0,3.0
9,24.0,23.574682414511983,24.75,0.45,0.0,3.0
10,24.0,22.498676297729784,24.675000000000008,0.375,0.0,3.0
11,24.0,23.129821025699474,24.6,0.3,0.0,3.0
12,25.0,21.781911547079652,24.550000000000008,0.225,0.0,3.0
13,24.0,22.83784147896823,24.5,0.15,0.0,3.0
14,24.0,23.25612329791914,24.45,0.075,0.0,3.0
15,24.0,22.88840732739873,24.4,0.0,0.0,3.0
16,24.0,23.27121021023777,24.4,0.0,0.0,3.0
17,24.0,23.42376664148784,24.4,0.0,0.0,3.0
18,24.0,23.484564158327714,24.4,0.0,0.0,3.0
19,23.0,24.040672696044986,24.4,0.0,0.0,3.0
20,24.0,23.19853728125778,24.275,0.0,0.0,3.0
21,24.0,23.388473640538624,24.15,0.0,0.0,3.0
22,25.0,22.394078503602053,24.025,0.0,0.0,3.0
23,25.0,22.523335591969456,23.9,0.0,101.0,3.0
24,24.0,23.632275147430207,24.175,0.0,151.5,3.0
25,24.0,23.556264093509995,24.45,0.0,202.0,3.0
26,23.0,23.008020869251688,24.725,0.0,281.75,3.0
27,24.0,22.803460648652155,25.0,0.0,361.5,3.0
28,23.0,23.267745839644693,25.825,0.0,441.25,2.6493
29,22.0,23.49455984362168,26.65,0.0,521.0,2.6493
30,23.0,23.09485647591974,27.475,0.0,565.0,2.6493
31,23.0,22.97734963733205,28.3,0.0,609.0,2.6493
32,24.0,21.908546663434088,28.725,0.0,653.0,1.22583
33,23.0,22.567886176529356,29.15,0.0,697.0,1.22583
34,25.0,21.78841639369059,29.575,0.0,714.25,1.22583
35,24.0,23.094941571753736,30.0,0.0,731.5,1.22583
36,22.0,23.637149750362504,30.425,0.0,748.75,0.72567
37,24.0,22.811000229261854,30.85,0.0,766.0,0.72567
38,24.0,22.503284711610064,31.275,0.0,778.5,0.72567
39,23.0,23.46593642897348,31.7,0.0,791.0,0.72567
40,22.0,23.33922329414154,31.975,0.775,803.5,0.72567
41,24.0,22.770774034694885,32.25,1.55,816.0,0.72567
42,23.0,22.558161208547595,32.525,2.325,795.5,0.72567
43,22.0,23.019237236757657,32.8,3.1,775.0,0.72567
44,22.0,24.28067418266267,32.925,2.85,754.5,0.72567
45,24.0,22.662202206371422,33.05,2.6,734.0,0.72567
46,23.0,23.619169734803975,33.175,2.35,735.0,0.72567
47,23.0,23.47499681732564,33.3,2.1,736.0,0.72567
48,23.0,23.955750598193372,33.575,2.475,737.0,0.72567
49,23.0,23.62939195226124,33.85,2.85,738.0,0.72567
50,24.0,22.449499789970567,34.125,3.225,730.25,0.72567
51,24.0,21.993211820942257,34.4,3.6,722.5,0.72567
52,23.0,23.420935711092664,34.55,3.35,714.75,0.72567
53,21.0,23.46563707261262,34.7,3.1,707.0,0.72567
54,24.0,22.427290476282526,34.85,2.85,703.25,0.72567
55,21.0,23.084839325434643,35.0,2.6,699.5,0.72567
56,24.0,22.29072763381672,35.0,2.725,695.75,0.72567
57,24.0,21.97425445370713,35.0,2.85,692.0,0.72567
58,23.0,23.44376971576305,35.0,2.975,615.5,0.72567
59,23.0,22.965649506690788,35.0,3.1,539.0,0.72567
60,24.0,22.24322753858742,35.15,3.1,462.5,0.72567
61,23.0,23.02668017788038,35.3,3.1,386.0,0.72567
62,23.0,23.346502707879278,35.45,3.1,419.0,0.72567
63,23.0,22.417798712234998,35.6,3.1,452.0,0.72567
64,23.0,23.11904285372544,35.30000000000001,3.75,485.0,0.8849400000000001
65,23.0,22.85143230088949,35.0,4.4,518.0,0.8849400000000001
66,24.0,22.19770915279269,34.7,5.050000000000002,549.5,0.8849400000000001
67,23.0,23.51762745600767,34.4,5.7,581.0,0.8849400000000001
68,23.0,23.49657388184268,34.0,5.300000000000002,612.5,1.6593
