,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
76,22.0,21.139987055137887,31.75,3.475,100.75,2.6907900000000002
77,22.0,21.882928046591804,31.5,3.35,0.0,2.6907900000000002
78,21.0,21.634467136767736,31.25,3.225,0.0,2.6907900000000002
79,21.0,22.054666453667604,31.0,3.1,0.0,2.6907900000000002
80,21.0,22.209464213112465,30.6,2.325,0.0,2.6907900000000002
81,22.0,21.187137188879237,30.2,1.55,0.0,2.6907900000000002
82,22.0,21.29133444341492,29.8,0.775,0.0,2.6907900000000002
83,22.0,21.31260030702005,29.4,0.0,0.0,2.6907900000000002
84,20.0,23.960212063223526,28.85,0.375,0.0,3.0
85,22.0,21.796219035155698,28.3,0.75,0.0,3.0
86,21.0,23.033474524303017,27.75,1.125,0.0,3.0
87,22.0,22.434936472720263,27.2,1.5,0.0,3.0
88,23.0,21.104789220578077,26.925,1.125,0.0,3.0
89,23.0,21.092643527818407,26.65,0.75,0.0,3.0
90,22.0,20.541995662313912,26.375000000000004,0.375,0.0,3.0
91,23.0,21.372379005403488,26.1,0.0,0.0,3.0
92,22.0,22.22125827350794,26.1,0.525,0.0,3.0
93,22.0,22.02767846826236,26.1,1.05,0.0,3.0
94,22.0,21.950532120692223,26.1,1.5750000000000002,0.0,3.0
95,21.0,21.919787390187604,26.1,2.1,0.0,3.0
