,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
82,25.0,22.032502315597846,29.8,0.775,0.0,2.6907900000000002
83,24.0,23.73549094855657,29.4,0.0,0.0,2.6907900000000002
84,23.0,23.8620355590068,28.85,0.375,0.0,3.0
85,24.0,23.884610151234906,28.3,0.75,0.0,3.0
86,24.0,23.86575011575243,27.75,1.125,0.0,3.0
87,24.0,23.830377354747043,27.2,1.5,0.0,3.0
88,25.0,22.724665421109286,26.925,1.125,0.0,3.0
89,24.0,23.865721204751154,26.65,0.75,0.0,3.0
90,23.0,23.24277347239555,26.375000000000004,0.375,0.0,3.0
91,25.0,22.980585085126037,26.1,0.0,0.0,3.0
92,23.0,23.394047454506698,26.1,0.525,0.0,3.0
93,25.0,23.026943229375266,26.1,1.05,0.0,3.0
94,23.0,23.41252232333106,26.1,1.5750000000000002,0.0,3.0
95,24.0,23.034305922244126,26.1,2.1,0.0,3.0
