,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
0,25.0,23.0,25.325,1.125,0.0,3.0
1,24.0,23.894411561151284,25.25,1.05,0.0,3.0
2,24.0,21.587661994483124,25.175000000000008,0.975,0.0,3.0
3,24.0,23.85584185578269,25.1,0.9,0.0,3.0
4,24.0,22.096572986440478,25.050000000000008,0.8250000000000001,0.0,3.0
5,25.0,22.98856601131208,25.0,0.75,0.0,3.0
6,24.0,22.27775646944986,24.95,0.6749999999999999,0.0,3.0
7,25.0,23.055707286549545,24.9,0.6,0.0,3.0
8,24.0,23.895086763652497,24.825,0.5249999999999999,0.0,3.0
9,24.0,22.630163990760764,24.75,0.45,0.0,3.0
10,23.0,23.717899972839014,24.675000000000008,0.375,0.0,3.0
11,24.0,22.551953419237414,24.6,0.3,0.0,3.0
12,25.0,22.615375433976546,24.550000000000008,0.225,0.0,3.0
13,24.0,23.70187670492942,24.5,0.15,0.0,3.0
14,23.0,23.6004627385456,24.45,0.075,0.0,3.0
15,25.0,22.493755902909534,24.4,0.0,0.0,3.0
16,24.0,23.645811062875765,24.4,0.0,0.0,3.0
17,25.0,23.04117513929293,24.4,0.0,0.0,3.0
18,23.0,23.863971188737217,24.4,0.0,0.0,3.0
19,24.0,23.12811735350944,24.4,0.0,0.0,3.0
20,25.0,22.302982151044258,24.275,0.0,0.0,3.0
21,25.0,21.967814294812182,24.15,0.0,0.0,3.0
22,25.0,22.891669005545157,24.025,0.0,0.0,3.0
23,25.0,23.253516954081928,23.9,0.0,101.0,3.0
24,26.0,21.79575362266185,24.175,0.0,151.5,3.0
25,25.0,22.824364773278358,24.45,0.0,202.0,3.0
26,24.0,23.78009930268035,24.725,0.0,281.75,3.0
27,25.0,22.04739458711231,25.0,0.0,361.5,3.0
28,22.0,23.49831400678912,25.825,0.0,441.25,2.6493
29,25.0,22.522688527176435,26.65,0.0,521.0,2.6493
30,24.0,23.239420903256327,27.475,0.0,565.0,2.6493
31,24.0,23.566841363878645,28.3,0.0,609.0,2.6493
32,23.0,23.739111382516665,28.725,0.0,653.0,1.22583
33,24.0,22.765532340901967,29.15,0.0,697.0,1.22583
34,23.0,23.462820949811235,29.575,0.0,714.25,1.22583
35,24.0,23.762233264167758,30.0,0.0,731.5,1.22583
36,22.0,23.903082019321694,30.425,0.0,748.75,0.72567
37,23.0,22.38510160463336,30.85,0.0,766.0,0.72567
38,24.0,22.86543278096583,31.275,0.0,778.5,0.72567
39,24.0,23.078382184171783,31.7,0.0,791.0,0.72567
40,25.0,22.121014884979466,31.975,0.775,803.5,0.72567
41,25.0,21.75340858607581,32.25,1.55,816.0,0.72567
42,23.0,23.216474318511143,32.525,2.325,795.5,0.72567
43,24.0,22.217832875727662,32.8,3.1,775.0,0.72567
44,25.0,21.83377780819804,32.925,2.85,754.5,0.72567
45,24.0,22.218932610131734,33.05,2.6,734.0,0.72567
46,23.0,23.44251582043828,33.175,2.35,735.0,0.72567
47,22.0,23.93647507778041,33.3,2.1,736.0,0.72567
48,23.0,23.607781895060185,33.575,2.475,737.0,0.72567
49,23.0,23.49071780450401,33.85,2.85,738.0,0.72567
50,23.0,22.39423470698167,34.125,3.225,730.25,0.72567
51,24.0,22.503066537632467,34.4,3.6,722.5,0.72567
52,23.0,23.62412544534287,34.55,3.35,714.75,0.72567
