,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
0,25.0,23.0,25.325,1.125,0.0,3.0
1,25.0,23.362532339914516,25.25,1.05,0.0,3.0
2,24.0,24.035091055784314,25.175000000000008,0.975,0.0,3.0
3,25.0,23.23556529844844,25.1,0.9,0.0,3.0
4,25.0,23.97689429837306,25.050000000000008,0.8250000000000001,0.0,3.0
5,24.0,24.26979985293322,25.0,0.75,0.0,3.0
6,25.0,23.32023911411155,24.95,0.6749999999999999,0.0,3.0
7,25.0,22.939283222625683,24.9,0.6,0.0,3.0
8,25.0,23.84868889022968,24.825,0.5249999999999999,0.0,3.0
9,25.0,23.675431731350127,24.75,0.45,0.0,3.0
10,26.0,22.538827396158613,24.675000000000008,0.375,0.0,3.0
11,25.0,23.677701454245977,24.6,0.3,0.0,3.0
12,24.0,24.1277723543894,24.550000000000008,0.225,0.0,3.0
13,25.0,23.77272512017391,24.5,0.15,0.0,3.0
14,24.0,24.160576808248663,24.45,0.075,0.0,3.0
15,24.0,23.78073367678707,24.4,0.0,0.0,3.0
16,25.0,22.563065921877932,24.4,0.0,0.0,3.0
17,25.0,23.141553601081544,24.4,0.0,0.0,3.0
18,25.0,23.90397449224233,24.4,0.0,0.0,3.0
19,25.0,23.144059660881037,24.4,0.0,0.0,3.0
20,25.0,23.904973219150225,24.275,0.0,0.0,3.0
21,24.0,24.73376430343952,24.15,0.0,0.0,3.0
22,25.0,23.99396859953678,24.025,0.0,0.0,3.0
23,24.0,24.22468986866968,23.9,0.0,101.0,3.0
24,25.0,23.77842774983196,24.175,0.0,151.5,3.0
25,25.0,23.082630304687324,24.45,0.0,202.0,3.0
26,25.0,23.883024514461535,24.725,0.0,281.75,3.0
27,25.0,23.6840504972855,25.0,0.0,361.5,3.0
28,25.0,23.618682707481796,25.825,0.0,441.25,2.6493
29,24.0,24.16629609977482,26.65,0.0,521.0,2.6493
30,25.0,23.36256001362559,27.475,0.0,565.0,2.6493
31,26.0,21.488398464701795,28.3,0.0,609.0,2.6493
32,24.0,23.9745588444044,28.725,0.0,653.0,1.22583
33,25.0,23.39124320798761,29.15,0.0,697.0,1.22583
34,24.0,24.244061451112113,29.575,0.0,714.25,1.22583
35,24.0,24.07357695610279,30.0,0.0,731.5,1.22583
36,24.0,24.02716019287558,30.425,0.0,748.75,0.72567
37,24.0,24.030187494054562,30.85,0.0,766.0,0.72567
38,24.0,24.052919479682014,31.275,0.0,778.5,0.72567
39,24.0,24.08350427016839,31.7,0.0,791.0,0.72567
40,24.0,23.053460155439925,31.975,0.775,803.5,0.72567
41,23.0,24.252528008972604,32.25,1.55,816.0,0.72567
42,24.0,23.1486768719353,32.525,2.325,795.5,0.72567
43,24.0,23.786451577561895,32.8,3.1,775.0,0.72567
44,24.0,24.05454888095996,32.925,2.85,754.5,0.72567
45,24.0,23.103964893512973,33.05,2.6,734.0,0.72567
46,24.0,23.7952231085663,33.175,2.35,735.0,0.72567
47,24.0,24.077037669037924,33.3,2.1,736.0,0.72567
48,23.0,24.195678790799487,33.575,2.475,737.0,0.72567
49,24.0,23.725009280293904,33.85,2.85,738.0,0.72567
50,23.0,24.08324332744584,34.125,3.225,730.25,0.72567
51,23.0,24.771815975156052,34.4,3.6,722.5,0.72567
52,24.0,23.464519853083743,34.55,3.35,714.75,0.72567
53,24.0,24.014885654058858,34.7,3.1,707.0,0.72567
54,23.0,24.773696526413435,34.85,2.85,703.25,0.72567
55,23.0,24.019940259410806,35.0,2.6,699.5,0.72567
56,24.0,22.66338851946109,35.0,2.725,695.75,0.72567
57,24.0,23.718406711557265,35.0,2.85,692.0,0.72567
58,23.0,24.13885759504179,35.0,2.975,615.5,0.72567
