,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
0,26.0,23.0,25.325,1.125,0.0,3.0
1,26.0,23.894411561151284,25.25,1.05,0.0,3.0
2,26.0,24.77893732190373,25.175000000000008,0.975,0.0,3.0
3,26.0,24.595764903841808,25.1,0.9,0.0,3.0
4,26.0,24.51896753472803,25.050000000000008,0.8250000000000001,0.0,3.0
5,26.0,24.48582946535718,25.0,0.75,0.0,3.0
6,26.0,25.00196992965842,24.95,0.6749999999999999,0.0,3.0
7,26.0,25.205132274610673,24.9,0.6,0.0,3.0
8,26.0,24.219806643724525,24.825,0.5249999999999999,0.0,3.0
9,26.0,23.82333134910333,24.75,0.45,0.0,3.0
10,26.0,24.19340672117601,24.675000000000008,0.375,0.0,3.0
11,25.0,24.868971522209847,24.6,0.3,0.0,3.0
12,26.0,23.53876454303903,24.550000000000008,0.225,0.0,3.0
13,26.0,24.601749359467966,24.5,0.15,0.0,3.0
14,26.0,24.49096350342851,24.45,0.075,0.0,3.0
15,26.0,24.976159401323205,24.4,0.0,0.0,3.0
16,26.0,25.166989570032293,24.4,0.0,0.0,3.0
17,26.0,23.64740245562088,24.4,0.0,0.0,3.0
18,26.0,21.97805090624883,24.4,0.0,0.0,3.0
19,26.0,22.90841062590283,24.4,0.0,0.0,3.0
20,26.0,24.342940462668384,24.275,0.0,0.0,3.0
21,26.0,24.90830509890071,24.15,0.0,0.0,3.0
22,26.0,24.595406651327878,24.025,0.0,0.0,3.0
23,25.0,24.99625705181197,23.9,0.0,101.0,3.0
24,26.0,24.08591638486231,24.175,0.0,151.5,3.0
25,25.0,24.800809806281098,24.45,0.0,202.0,3.0
26,26.0,22.97212394328873,24.725,0.0,281.75,3.0
27,26.0,23.852913276924028,25.0,0.0,361.5,3.0
28,26.0,22.6222202656067,25.825,0.0,441.25,2.6493
29,26.0,24.30106035447901,26.65,0.0,521.0,2.6493
30,26.0,23.948146128617363,27.475,0.0,565.0,2.6493
31,26.0,24.913044364543886,28.3,0.0,609.0,2.6493
32,26.0,24.807485846413307,28.725,0.0,653.0,1.22583
33,25.0,23.72318525078495,29.15,0.0,697.0,1.22583
34,26.0,24.376348577727914,29.575,0.0,714.25,1.22583
35,26.0,25.190055095426988,30.0,0.0,731.5,1.22583
36,26.0,25.003983608996172,30.425,0.0,748.75,0.72567
37,26.0,23.355717379870665,30.85,0.0,766.0,0.72567
38,26.0,24.316005653067077,31.275,0.0,778.5,0.72567
39,24.0,25.252109069663064,31.7,0.0,791.0,0.72567
40,26.0,24.582936558108596,31.975,0.775,803.5,0.72567
41,26.0,22.73454535726286,32.25,1.55,816.0,0.72567
42,26.0,24.671240068114734,32.525,2.325,795.5,0.72567
43,25.0,24.39323072676571,32.8,3.1,775.0,0.72567
44,26.0,24.828244623725936,32.925,2.85,754.5,0.72567
45,26.0,23.94418103351684,33.05,2.6,734.0,0.72567
46,25.0,25.19382849588795,33.175,2.35,735.0,0.72567
47,26.0,24.6344165608438,33.3,2.1,736.0,0.72567
48,25.0,23.885928864821395,33.575,2.475,737.0,0.72567
49,26.0,24.665324704426684,33.85,2.85,738.0,0.72567
50,25.0,23.394223874112612,34.125,3.225,730.25,0.72567
51,26.0,24.497224655250573,34.4,3.6,722.5,0.72567
52,26.0,24.418846852652912,34.55,3.35,714.75,0.72567
53,25.0,24.92708782432911,34.7,3.1,707.0,0.72567
54,26.0,24.60535246625725,34.85,2.85,703.25,0.72567
55,25.0,25.54848864508562,35.0,2.6,699.5,0.72567
56,24.0,25.40006979988546,35.0,2.725,695.75,0.72567
57,25.0,24.277162771105395,35.0,2.85,692.0,0.72567
58,25.0,24.893414946996447,35.0,2.975,615.5,0.72567
59,25.0,24.607127483080802,35.0,3.1,539.0,0.72567
60,25.0,25.556793279535867,35.15,3.1,462.5,0.72567
61,26.0,24.34721820623205,35.3,3.1,386.0,0.72567
62,26.0,23.340890602086485,35.45,3.1,419.0,0.72567
63,25.0,25.074958255242517,35.6,3.1,452.0,0.72567
64,24.0,24.709865973547608,35.30000000000001,3.75,485.0,0.8849400000000001
65,25.0,24.017293941773353,35.0,4.4,518.0,0.8849400000000001
66,25.0,24.789850781277504,34.7,5.050000000000002,549.5,0.8849400000000001
67,26.0,24.018780883855406,34.4,5.7,581.0,0.8849400000000001
68,26.0,22.632537494475343,34.0,5.300000000000002,612.5,1.6593
69,26.0,24.719221947847707,33.6,4.9,644.0,1.6593
70,24.0,24.998678847290513,33.2,4.5,583.75,1.6593
71,25.0,24.557910799524077,32.8,4.1,523.5,1.6593
72,26.0,24.89387371202249,32.6,3.975,463.25,2.6907900000000002
73,25.0,23.95387515063925,32.4,3.85,403.0,2.6907900000000002
74,25.0,24.632891219924556,32.2,3.725,302.25,2.6907900000000002
75,26.0,23.297728618079415,32.0,3.6,201.5,2.6907900000000002
76,25.0,24.883020471076318,31.75,3.475,100.75,2.6907900000000002
77,25.0,24.970257245513043,31.5,3.35,0.0,2.6907900000000002
78,26.0,24.992361183946407,31.25,3.225,0.0,2.6907900000000002
79,24.0,25.520387295058867,31.0,3.1,0.0,2.6907900000000002
80,26.0,23.59063981803592,30.6,2.325,0.0,2.6907900000000002
81,26.0,22.80132832311853,30.2,1.55,0.0,2.6907900000000002
82,26.0,23.530267259368372,29.8,0.775,0.0,2.6907900000000002
83,25.0,24.864266601132847,29.4,0.0,0.0,2.6907900000000002
84,26.0,24.843759838780958,28.85,0.375,0.0,3.0
85,26.0,24.27585159509015,28.3,0.75,0.0,3.0
86,26.0,25.08542796507322,27.75,1.125,0.0,3.0
87,26.0,23.784569969195438,27.2,1.5,0.0,3.0
88,26.0,24.833926928215885,26.925,1.125,0.0,3.0
89,26.0,23.11067650029669,26.65,0.75,0.0,3.0
90,26.0,23.473748675638614,26.375000000000004,0.375,0.0,3.0
91,26.0,23.604513646359123,26.1,0.0,0.0,3.0
92,26.0,23.11081922030217,26.1,0.525,0.0,3.0
93,26.0,23.44594898341385,26.1,1.05,0.0,3.0
