,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
61,21.0,21.24014532772872,35.3,3.1,386.0,0.72567
62,21.0,22.102645094469263,35.45,3.1,419.0,0.72567
63,21.0,21.92209064160154,35.6,3.1,452.0,0.72567
64,21.0,21.857732465882936,35.30000000000001,3.75,485.0,0.8849400000000001
65,20.0,22.880648088557475,35.0,4.4,518.0,0.8849400000000001
66,21.0,22.209352367884836,34.7,5.050000000000002,549.5,0.8849400000000001
67,21.0,21.926629901926532,34.4,5.7,581.0,0.8849400000000001
68,20.0,24.45815960953276,34.0,5.300000000000002,612.5,1.6593
69,21.0,22.25550225589884,33.6,4.9,644.0,1.6593
70,21.0,21.889308636117867,33.2,4.5,583.75,1.6593
71,21.0,21.72311208422043,32.8,4.1,523.5,1.6593
72,21.0,21.63661931801684,32.6,3.975,463.25,2.6907900000000002
73,20.0,23.719537031410386,32.4,3.85,403.0,2.6907900000000002
74,21.0,21.880105568421012,32.2,3.725,302.25,2.6907900000000002
75,22.0,21.136916904023355,32.0,3.6,201.5,2.6907900000000002
76,21.0,21.89436659245003,31.75,3.475,100.75,2.6907900000000002
77,21.0,21.651687757765618,31.5,3.35,0.0,2.6907900000000002
78,22.0,21.01043293236332,31.25,3.225,0.0,2.6907900000000002
79,21.0,21.805973365214697,31.0,3.1,0.0,2.6907900000000002
80,21.0,21.5784746357322,30.6,2.325,0.0,2.6907900000000002
81,22.0,21.46755143324016,30.2,1.55,0.0,2.6907900000000002
82,21.0,22.466844908428413,29.8,0.775,0.0,2.6907900000000002
83,21.0,21.78107034598519,29.4,0.0,0.0,2.6907900000000002
84,22.0,21.487512872073516,28.85,0.375,0.0,3.0
85,21.0,21.87454559854016,28.3,0.75,0.0,3.0
86,20.0,23.596568821281625,27.75,1.125,0.0,3.0
87,22.0,21.595585056043465,27.2,1.5,0.0,3.0
88,21.0,21.834045331869465,26.925,1.125,0.0,3.0
89,22.0,21.38327015262546,26.65,0.75,0.0,3.0
90,22.0,21.721576013906823,26.375000000000004,0.375,0.0,3.0
91,22.0,21.84247099498599,26.1,0.0,0.0,3.0
92,22.0,20.81296391232994,26.1,0.525,0.0,3.0
93,22.0,21.998317501605204,26.1,1.05,0.0,3.0
94,21.0,21.938831048176656,26.1,1.5750000000000002,0.0,3.0
95,21.0,21.915124222942012,26.1,2.1,0.0,3.0
