,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
44,26.0,21.929869220954277,32.925,2.85,754.5,0.72567
45,25.0,24.384744303349706,33.05,2.6,734.0,0.72567
46,25.0,24.83752465090514,33.175,2.35,735.0,0.72567
47,24.0,25.024299873825843,33.3,2.1,736.0,0.72567
48,24.0,25.105065465346854,33.575,2.475,737.0,0.72567
49,25.0,24.619301617822828,33.85,2.85,738.0,0.72567
50,23.0,27.099037082717043,34.125,3.225,730.25,0.72567
51,24.0,24.909926048609776,34.4,3.6,722.5,0.72567
52,25.0,24.5833185809635,34.55,3.35,714.75,0.72567
53,24.0,24.99263388220231,34.7,3.1,707.0,0.72567
54,25.0,24.099594972729232,34.85,2.85,703.25,0.72567
55,25.0,24.283173313284635,35.0,2.6,699.5,0.72567
56,24.0,24.89581029694246,35.0,2.725,695.75,0.72567
57,25.0,24.60808208936968,35.0,2.85,692.0,0.72567
58,24.0,25.02529449255184,35.0,2.975,615.5,0.72567
59,25.0,24.127805527545902,35.0,3.1,539.0,0.72567
60,25.0,23.77013394322505,35.15,3.1,462.5,0.72567
61,25.0,24.69894864571426,35.3,3.1,386.0,0.72567
62,25.0,24.012943116197825,35.45,3.1,419.0,0.72567
63,23.0,26.938425493289063,35.6,3.1,452.0,0.72567
64,25.0,24.38874538552134,35.30000000000001,3.75,485.0,0.8849400000000001
65,24.0,24.421198654179655,35.0,4.4,518.0,0.8849400000000001
66,25.0,24.41893759308836,34.7,5.050000000000002,549.5,0.8849400000000001
67,22.0,27.594117339101203,34.4,5.7,581.0,0.8849400000000001
68,24.0,24.589276858053136,34.0,5.300000000000002,612.5,1.6593
69,25.0,24.43527261229641,33.6,4.9,644.0,1.6593
70,25.0,24.35363878210642,33.2,4.5,583.75,1.6593
71,25.0,24.300846355212727,32.8,4.1,523.5,1.6593
72,26.0,23.19578949949162,32.6,3.975,463.25,2.6907900000000002
73,24.0,24.872784192285526,32.4,3.85,403.0,2.6907900000000002
74,25.0,24.46722001414813,32.2,3.725,302.25,2.6907900000000002
75,24.0,24.827342202434036,32.0,3.6,201.5,2.6907900000000002
76,25.0,23.896971710903333,31.75,3.475,100.75,2.6907900000000002
77,25.0,24.577292389096844,31.5,3.35,0.0,2.6907900000000002
78,24.0,24.835754954502832,31.25,3.225,0.0,2.6907900000000002
79,24.0,24.926096612084265,31.0,3.1,0.0,2.6907900000000002
80,25.0,24.417558702125316,30.6,2.325,0.0,2.6907900000000002
81,25.0,24.72651364580771,30.2,1.55,0.0,2.6907900000000002
82,25.0,24.297501299369,29.8,0.775,0.0,2.6907900000000002
83,25.0,24.638149150047866,29.4,0.0,0.0,2.6907900000000002
84,24.0,25.28552565458814,28.85,0.375,0.0,3.0
85,25.0,24.451906215703232,28.3,0.75,0.0,3.0
86,25.0,24.623710871212882,27.75,1.125,0.0,3.0
87,25.0,24.664322712537118,27.2,1.5,0.0,3.0
88,25.0,24.652650967621494,26.925,1.125,0.0,3.0
89,24.0,25.697829645783347,26.65,0.75,0.0,3.0
90,25.0,25.568551733151804,26.375000000000004,0.375,0.0,3.0
91,26.0,24.43934455530066,26.1,0.0,0.0,3.0
92,26.0,24.50727845964752,26.1,0.525,0.0,3.0
93,24.0,26.12998946703585,26.1,1.05,0.0,3.0
94,25.0,24.649163114828227,26.1,1.5750000000000002,0.0,3.0
95,25.0,24.590896353050415,26.1,2.1,0.0,3.0
