,LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Previous Temperature,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep)
0,25.0,23.0,25.325,1.125,0.0,3.0
1,25.0,23.894411561151284,25.25,1.05,0.0,3.0
2,24.0,24.247058100666962,25.175000000000008,0.975,0.0,3.0
3,25.0,23.85191863772239,25.1,0.9,0.0,3.0
4,24.0,24.222526371808193,25.050000000000008,0.8250000000000001,0.0,3.0
5,24.0,23.835811097530737,25.0,0.75,0.0,3.0
6,26.0,22.083525402242348,24.95,0.6749999999999999,0.0,3.0
7,24.0,24.042059837428656,24.9,0.6,0.0,3.0
8,25.0,23.75629346695354,24.825,0.5249999999999999,0.0,3.0
9,24.0,24.170489087677442,24.75,0.45,0.0,3.0
10,24.0,24.331757679467987,24.675000000000008,0.375,0.0,3.0
11,25.0,23.860349363717557,24.6,0.3,0.0,3.0
12,25.0,24.20056207069879,24.550000000000008,0.225,0.0,3.0
13,24.0,24.33361284643945,24.5,0.15,0.0,3.0
14,24.0,23.852225239720347,24.45,0.075,0.0,3.0
15,25.0,23.65784793852887,24.4,0.0,0.0,3.0
16,25.0,23.045972132407034,24.4,0.0,0.0,3.0
17,26.0,22.802124466846326,24.4,0.0,0.0,3.0
18,24.0,24.300582795462006,24.4,0.0,0.0,3.0
19,25.0,23.83399711536466,24.4,0.0,0.0,3.0
20,24.0,24.17993038525401,24.275,0.0,0.0,3.0
21,25.0,23.779583102642782,24.15,0.0,0.0,3.0
22,24.0,24.145582976162473,24.025,0.0,0.0,3.0
23,25.0,23.753232732169266,23.9,0.0,101.0,3.0
24,24.0,24.122419623673476,24.175,0.0,151.5,3.0
25,24.0,24.283478029935026,24.45,0.0,202.0,3.0
26,24.0,23.8297128580244,24.725,0.0,281.75,3.0
27,25.0,23.66280448160829,25.0,0.0,361.5,3.0
28,25.0,23.61021564394779,25.825,0.0,441.25,2.6493
29,24.0,24.162921765218254,26.65,0.0,521.0,2.6493
30,25.0,23.89309447895567,27.475,0.0,565.0,2.6493
31,25.0,23.295467254754886,28.3,0.0,609.0,2.6493
32,24.0,24.16284129903935,28.725,0.0,653.0,1.22583
33,24.0,23.998157651355108,29.15,0.0,697.0,1.22583
34,24.0,24.48593189071693,29.575,0.0,714.25,1.22583
35,24.0,23.638089096439217,30.0,0.0,731.5,1.22583
36,24.0,23.853607493297446,30.425,0.0,748.75,0.72567
37,24.0,23.96102244418583,30.85,0.0,766.0,0.72567
38,24.0,24.025355494016726,31.275,0.0,778.5,0.72567
39,24.0,24.07251933909123,31.7,0.0,791.0,0.72567
